"","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","X32","X33"
"2371","tomato","cheese","cilantro","wheat","onion","cayenne","pepper","garlic","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372","tomato","cilantro","black_pepper","tabasco_pepper","cayenne","scallion","garlic","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2373","tomato","tabasco_pepper","cayenne","scallion","garlic","olive","vegetable_oil","cheddar_cheese","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2374","tomato","cheese","macaroni","onion","beef","garlic","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375","tomato","olive_oil","onion","black_pepper","cayenne","cumin","bean","garlic","bell_pepper","oregano","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376","tomato","olive_oil","pepper","onion","lime_juice","corn","cayenne","cilantro","seed","bell_pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377","tomato","katsuobushi","onion","olive_oil","lime_juice","fish","cayenne","scallion","garlic","radish","mint","corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","tomato","cheese","bean","garlic","onion","lard","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379","cheese","bean","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2380","vinegar","cilantro","mango","garlic","onion","cider","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381","tomato","onion","beef","cayenne","corn","avocado","cumin","black_pepper","garlic","bell_pepper","oregano","cheddar_cheese","kidney_bean","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382","turkey","olive_oil","kidney_bean","onion","cayenne","cumin","lettuce","carrot","garlic","tomato","oregano","bell_pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","tomato","coriander","garlic","avocado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384","cheese","garlic","mushroom","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385","tomato","pork","wheat","meat","onion","black_pepper","cayenne","garlic","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","tomato","green_bell_pepper","onion","cheddar_cheese","chicken_broth","cayenne","garlic","vegetable_oil","chicken","rice","corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387","tomato","turkey","cilantro","onion","tabasco_pepper","avocado","lettuce","garlic","wheat_bread","cream_cheese","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388","tomato","pepper","garlic","onion","avocado","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","tomato","sesame_seed","roasted_peanut","vegetable_oil","raisin","almond","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390","tomato","cilantro","garlic","chive","cayenne","pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391","tomato","pepper","green_bell_pepper","onion","potato","sage","cumin","white_wine","garlic","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392","cane_molasses","vinegar","wheat","onion","beef","corn","lettuce","bean","tomato","tamarind","cheddar_cheese","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393","turkey","tomato","pepper","onion","chicken_broth","cayenne","cumin","lentil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394","tomato","pepper","wheat","onion","black_bean","avocado","cayenne","cumin","garlic","oregano","vegetable_oil","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395","cheese","cilantro","wheat","corn","cayenne","scallion","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396","cilantro","apple","onion","cayenne","lime_juice","ginger","walnut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397","butter","wheat","sour_milk","vanilla","cocoa","cinnamon","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398","tomato","onion","beef","cayenne","cumin","bean","garlic","lard","olive","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399","olive_oil","pork","wheat","onion","potato","black_bean","chicken_broth","cayenne","pepper","garlic","kidney_bean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400","tomato","cilantro","lime_juice","cumin","lettuce","bell_pepper","olive","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2401","tomato","cilantro","milk","meat","corn","cayenne","scallion","seed","garlic","mozzarella_cheese","chicken","chicken_broth","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402","pepper","meat","onion","starch","corn","cayenne","celery","garlic","chicken","cheddar_cheese","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403","tomato","onion","chicken_broth","cayenne","cumin","lettuce","garlic","oregano","vegetable_oil","lentil","cheddar_cheese","corn","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404","tomato","butter","green_bell_pepper","onion","black_pepper","cayenne","cumin","garlic","bell_pepper","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405","tomato","wheat","onion","roasted_pork","chicken_broth","cayenne","bean","garlic","cheddar_cheese","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2406","butter","wheat","egg","cheddar_cheese","cayenne","parsley","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","olive_oil","cilantro","garlic","vinegar","cayenne","cumin","white_wine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408","cayenne","corn","black_pepper","bean","garlic","oregano","olive","cream","tomato","beef","onion","avocado","cumin","scallion","bell_pepper","lard","vegetable_oil","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","tomato","green_bell_pepper","mustard","onion","cayenne","celery","carrot","garlic","basil","vegetable_oil","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410","butter","tomato","wheat","onion","potato","cayenne","bacon","scallion","garlic","cheddar_cheese","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411","tomato","olive_oil","cilantro","onion","black_pepper","cayenne","cumin","macaroni","garlic","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","tomato","cilantro","beef","onion","lime_juice","cayenne","seed","garlic","cabbage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","coconut","vanilla","cocoa","mango","blackberry","pineapple","wine","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414","tomato","pepper","wheat","onion","cayenne","pork","garlic","vegetable_oil","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","tomato","vinegar","celery_oil","onion","corn","cayenne","cumin","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","vinegar","pork","garlic","oregano","beef","red_wine","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","butter","wheat","cinnamon","cream_cheese","vanilla","almond","bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","tomato","wheat","ham","onion","potato","cayenne","cumin","garlic","vegetable_oil","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","tomato","pepper","onion","cayenne","corn","lime_juice","cumin","cilantro","garlic","vegetable","vegetable_oil","avocado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","olive_oil","pepper","green_bell_pepper","wheat","mustard","corn","garlic","chicken","cream","tomato","vinegar","onion","black_bean","scallion","buttermilk","butter","vegetable_oil","cheddar_cheese","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","butter","onion","potato","tabasco_pepper","cayenne","celery","bell_pepper","cheddar_cheese","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2422","tomato","roasted_pork","garlic","onion","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423","turkey","tomato","cilantro","green_bell_pepper","beef","onion","cayenne","cumin","carrot","garlic","beef_broth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","butter","pecan","vanilla","wheat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425","tomato","olive_oil","cilantro","grape_juice","wheat","beef","onion","black_pepper","lime_juice","root",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426","pork","garlic","onion","black_pepper","cayenne","bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","cane_molasses","thyme","rum","lime_juice","black_pepper","ginger","cinnamon","vegetable_oil","chicken","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","wheat","lard","corn","cheddar_cheese","egg","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","cane_molasses","vinegar","green_bell_pepper","beef","onion","celery","tomato_juice","garlic","cinnamon","tamarind","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","cheese","pepper","wheat","cayenne","olive","cheddar_cheese","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431","tomato","cilantro","onion","cayenne","orange_juice","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432","tomato","onion","beef","cayenne","bean","garlic","cream_cheese","lard","olive","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433","tomato","cilantro","black_bean","corn","cayenne","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434","kiwi","grape_juice","onion","orange","cayenne","banana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435","butter","wheat","egg","cheddar_cheese","cayenne","milk","scallion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436","tomato","wheat","onion","yeast","black_bean","cayenne","garlic","cheddar_cheese","egg","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437","tomato","olive_oil","cilantro","onion","black_pepper","lime_juice","chickpea","garlic","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438","tomato","cilantro","onion","corn","cheddar_cheese","bean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2439","pepper","onion","potato","chicken","cheddar_cheese","cayenne","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440","tomato","cane_molasses","pepper","beef","onion","potato","vinegar","cayenne","parsley","celery","bean","carrot","kidney_bean","tamarind","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441","tomato","pepper","onion","beef","cayenne","tomato_juice","red_kidney_bean","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2442","wheat","corn","egg","milk","lard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443","butter","cheese","pepper","ham","corn","cayenne","egg","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444","wheat","yeast","egg","cheddar_cheese","cayenne","milk","pork_sausage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445","tomato","cilantro","green_bell_pepper","wheat","onion","cayenne","shrimp","chive","garlic","bell_pepper","olive","cheddar_cheese","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2446","tomato","wheat","beef","onion","black_pepper","cayenne","cumin","scallion","bean","garlic","bell_pepper","oregano","lard","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447","tomato","cane_molasses","beef","onion","vinegar","potato","cayenne","garlic","tamarind","cheddar_cheese","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2448","honey","wheat","egg","walnut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2449","tomato","olive_oil","lemon_juice","lettuce","mint","chicory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2450","tomato","olive_oil","onion","black_pepper","corn","cayenne","parsley","bean","garlic","chicken","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2451","tomato","rice","beef","onion","cayenne","garlic","bell_pepper","kidney_bean","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2452","tomato","green_bell_pepper","onion","cheddar_cheese","cayenne","garlic","bell_pepper","kidney_bean","vegetable_oil","chicken","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2453","turkey","tomato","wheat","onion","corn","bean","lard","cheddar_cheese","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2454","bean","wheat","oregano","roasted_pork","cayenne","cumin","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455","tomato","olive_oil","lemon_juice","onion","black_pepper","parsley","lettuce","garlic","bell_pepper","olive","cucumber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456","tomato","pepper","lemon_juice","onion","cayenne","black_pepper","cumin","cilantro","garlic","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457","tequila","grapefruit","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458","cane_molasses","vinegar","lemon_juice","onion","beef","lime_juice","black_pepper","garlic","vegetable_oil","tamarind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459","pepper","beef","onion","corn","cayenne","cilantro","vegetable_oil","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460","wheat","beef","cumin","parsley","garlic","bell_pepper","oregano","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461","olive_oil","vinegar","black_pepper","corn","cayenne","yogurt","vegetable_oil","cabbage","egg","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462","tomato","cilantro","garlic","onion","cayenne","avocado","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463","tomato","chicken","cayenne","prickly_pear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464","tomato","olive_oil","onion","black_pepper","corn","cayenne","cumin","garlic","oregano","vegetable_oil","chicken","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465","tomato","olive_oil","cilantro","onion","cayenne","chicken_broth","tabasco_pepper","black_pepper","garlic","chicken","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2466","vinegar","mustard","onion","almond","avocado","grapefruit","orange","vegetable_oil","seed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467","cheese","cilantro","wheat","tabasco_pepper","cheddar_cheese","cayenne","pork_sausage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468","pepper","onion","corn","cayenne","garlic","vegetable_oil","cheddar_cheese","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","tomato","cream","onion","black_bean","cayenne","garlic","vegetable_oil","chicken","cheddar_cheese","whole_grain_wheat_flour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2470","tomato","olive_oil","avocado","onion","cayenne","corn","black_pepper","cucumber","garlic","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471","butter","tomato","cilantro","black_bean","lime_juice","scallion","vegetable_oil","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472","tomato","cayenne","pork","garlic","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2473","tomato","onion","black_bean","cayenne","garlic","chicken","cheddar_cheese","broccoli","brown_rice","whole_grain_wheat_flour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2474","tomato","cilantro","lemon_juice","onion","cayenne","parsley","scallion","tomato_juice","cucumber","bell_pepper","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2475","tomato","cilantro","lemon_juice","onion","lime_juice","corn","cayenne","cumin","scallion","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476","olive_oil","cilantro","wheat","onion","cheese","lime_juice","cayenne","vegetable_oil","chicken","cheddar_cheese","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2477","tomato","onion","corn","cayenne","cumin","scallion","celery","lettuce","garlic","olive","tuna","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2478","olive_oil","cilantro","onion","lime_juice","fish","cayenne","pineapple","corn","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479","butter","cane_molasses","wheat","cinnamon","vanilla","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480","tomato","coconut","onion","starch","apricot","cayenne","shrimp","garlic","pineapple","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481","egg","onion","potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482","olive_oil","pork","onion","corn_grit","chicken_broth","cayenne","cilantro","garlic","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483","tomato","olive_oil","cane_molasses","onion","beef","lime_juice","soy_sauce","cayenne","cilantro","garlic","beef_broth","corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2484","tomato","onion","avocado","corn","cayenne","garlic","cod","cheddar_cheese","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2485","tomato","olive_oil","pepper","wheat","onion","cheese","corn","cayenne","cumin","cilantro","garlic","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2486","vegetable_oil","corn","lemon","parsley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2487","cheese","pepper","wheat","egg","cheddar_cheese","cayenne","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488","tomato","olive_oil","green_bell_pepper","onion","cayenne","lime_juice","bell_pepper","orange","coriander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2489","tomato","pepper","onion","avocado","cayenne","cumin","scallion","cilantro","lime_peel_oil","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2490","tomato","olive_oil","cilantro","onion","vinegar","corn","cayenne","wine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2491","tomato","cheese","green_bell_pepper","beef","onion","vinegar","black_pepper","corn","cayenne","cumin","lettuce","garlic","bell_pepper","oregano","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
